distance,flux0,varflux0,flux1,varflux1
4.055000,0.617212,0.345458,0.046502,0.026960
4.065000,0.615859,0.345213,0.046376,0.026876
4.075000,0.614429,0.344937,0.046166,0.026679
4.085000,0.612991,0.344639,0.046038,0.026566
4.095000,0.611521,0.344358,0.045967,0.026536
4.105000,0.609273,0.343350,0.045785,0.026392
4.115000,0.607881,0.343066,0.045669,0.026316
4.125000,0.606458,0.342759,0.045593,0.026259
4.135000,0.605113,0.342471,0.045479,0.026210
4.145000,0.603747,0.342195,0.045336,0.026119
4.155000,0.602395,0.341837,0.045223,0.025987
4.165000,0.601022,0.341565,0.045193,0.026042
4.175000,0.599612,0.341284,0.045071,0.025980
4.185000,0.598227,0.340952,0.044935,0.025842
4.195000,0.596914,0.340650,0.044857,0.025814
4.205000,0.594527,0.339576,0.044811,0.025793
4.215000,0.593201,0.339253,0.044742,0.025768
4.225000,0.591913,0.338974,0.044641,0.025725
4.235000,0.590466,0.338634,0.044529,0.025634
4.245000,0.589074,0.338295,0.044472,0.025601
4.255000,0.587669,0.337982,0.044469,0.025657
4.265000,0.586339,0.337681,0.044330,0.025564
4.275000,0.584984,0.337340,0.044233,0.025489
4.285000,0.583658,0.337010,0.044159,0.025453
4.295000,0.582311,0.336690,0.044059,0.025380
4.305000,0.580092,0.335616,0.043970,0.025326
4.315000,0.578786,0.335271,0.043879,0.025250
4.325000,0.577584,0.334951,0.043701,0.025109
4.335000,0.576331,0.334633,0.043510,0.024941
4.345000,0.574957,0.334252,0.043383,0.024796
4.355000,0.573706,0.333948,0.043315,0.024805
4.365000,0.572420,0.333589,0.043235,0.024755
4.375000,0.571049,0.333228,0.043167,0.024741
4.385000,0.569712,0.332858,0.043093,0.024681
4.395000,0.568393,0.332538,0.043031,0.024690
4.405000,0.566093,0.331392,0.042913,0.024583
4.415000,0.564735,0.331014,0.042879,0.024603
4.425000,0.563516,0.330693,0.042756,0.024539
4.435000,0.562198,0.330338,0.042647,0.024464
4.445000,0.560871,0.329940,0.042584,0.024363
4.455000,0.559613,0.329605,0.042570,0.024422
4.465000,0.558299,0.329240,0.042516,0.024409
4.475000,0.557135,0.328893,0.042374,0.024294
4.485000,0.555732,0.328484,0.042297,0.024228
4.495000,0.554469,0.328109,0.042262,0.024244
4.505000,0.552185,0.326940,0.042232,0.024255
4.515000,0.550949,0.326576,0.042171,0.024219
4.525000,0.549666,0.326222,0.042043,0.024135
4.535000,0.548396,0.325820,0.041996,0.024113
4.545000,0.547101,0.325440,0.041912,0.024049
4.555000,0.545871,0.325060,0.041804,0.023960
4.565000,0.544547,0.324665,0.041752,0.023955
4.575000,0.543239,0.324260,0.041708,0.023933
4.585000,0.541882,0.323827,0.041729,0.023988
4.595000,0.540720,0.323499,0.041676,0.024012
4.605000,0.538550,0.322290,0.041559,0.023873
4.615000,0.537258,0.321875,0.041494,0.023820
4.625000,0.536051,0.321507,0.041469,0.023840
4.635000,0.534837,0.321129,0.041338,0.023754
4.645000,0.533591,0.320720,0.041217,0.023630
4.655000,0.532358,0.320326,0.041105,0.023544
4.665000,0.531053,0.319902,0.041050,0.023498
4.675000,0.529787,0.319519,0.040959,0.023431
4.685000,0.528567,0.319124,0.040837,0.023345
4.695000,0.527351,0.318717,0.040724,0.023260
4.705000,0.525167,0.317493,0.040620,0.023177
4.715000,0.523990,0.317097,0.040497,0.023093
4.725000,0.522823,0.316719,0.040363,0.022976
4.735000,0.521535,0.316271,0.040271,0.022876
4.745000,0.520320,0.315878,0.040229,0.022889
4.755000,0.519162,0.315489,0.040121,0.022810
4.765000,0.517967,0.315060,0.039999,0.022690
